Build	230582	Completed	14ccce4a-b17f-498b-a1a2-8a01e9f00cfb	IndividualCI	20190619.1	Failed	06/19/2019 14:55:55	06/19/2019 14:56:01	06/19/2019 15:42:45
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/63	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/53	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/53	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/53	1	Atleast for one assembly start time was not obtained due to tag not present or parsing issue, total run duration will now be summation of time taken by each assembly
    Message	230582	warning	PublishTestResults	https://dev.azure.com/dnceng/7ea9116e-9fac-403d-b258-b31fcf1bb293/_apis/build/builds/230582/logs/53	1	Atleast for one assembly time tag is not present, total run duration will now be summation of time from all test runs
